SMILES,SAscore
O=c1[nH]cc(-c2ccccc2C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)[nH]1,2.6816565730391684
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2cn[nH]c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.549037201171039
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2cccc3[nH]ccc23)c2ccccc2)cc1,2.555811124749763
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4nc5ccccc5o4)cc3)cc2)c2ccccc2)cc1,2.412273326809194
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc3ncsc3c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.687778226358029
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4ccc5[nH]nnc5c4)cc3)cc2)c2ccccc2)cc1,2.6506930269144853
CN(C)c1cccc2cccc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c12,2.612722005448683
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cncc4c3[nH]c3ccncc34)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.961095136371883
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4cnc5sc6ncccc6c5c4)c3)cc2)c2ccccc2)cc1,2.887788003360841
Cc1cccc2c1[nH]c1c(C)cc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc12,2.8461641879133257
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2N2c3ccccc3Sc3ccccc32)c2ccccc2)cc1,2.711885576767754
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(-c3ccc4c(c3)Oc3ccccc3O4)cc2)cc1,2.5453486610029756
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2CN2c3ccccc3Oc3ccccc32)c2ccccc2)cc1,2.707277742122198
CC1c2ccccc2Nc2cccc(-c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)c21,3.311632582530727
c1ccc(C(=C(c2ccc(-c3c4[nH]ccc4cc4ccoc34)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)cc1,2.9079526666478692
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2coc3cc4ccoc4cc23)c2ccccc2)cc1,2.903536600579125
c1ccc(C(=C(c2ccccc2)c2cccc(-c3c4ncoc4cc4ncoc34)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,3.1207907707477602
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(-c3ccc4c(c3)NC3Nc5ccccc5C43)cc2)cc1,3.584001635203828
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2cccc(C3CCc4cc(-c5ccccc5)cc5c4N3CCC5)c2)c2ccccc2)cc1,3.469319167900731
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cccc3c4nccnc4c4ccccc4c23)c2ccccc2)cc1,2.9074610457532906
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2cccc(-c3ccc4c(c3)c3ccccc3c3[nH]cnc43)c2)c2ccccc2)cc1,2.905140067212164
CC1(C)c2ccccc2Nc2c1cc1c(c2-c2ccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cc2)c2ccccc2n1-c1ccccc1,3.401652281119082
CC1(C)c2cc(-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)ccc2Nc2c1ccc1c2c2ccccc2n1-c1ccccc1,3.436792661542304
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2cccc(-c3cncs3)c2)c2ccccc2)cc1,2.559068320052159
O=C(c1cccc(-c2cccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)c2)c1)C(F)(F)F,2.5552288711724067
O=S(=O)(c1ccccc1)c1ccccc1C(=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,2.397853367559005
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2-c2cccc3nccnc23)c2ccccc2)cc1,2.6676036463808668
O=C1C=CC(=O)c2c1cccc2-c1ccccc1C(=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,2.697394653026631
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc3sccc3c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.620437928920273
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cccc(-c4cnccn4)c3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.6057263885615694
N#Cc1ccc(-c2cccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc1C#N,2.585385655178289
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3cccc(-c4ccccn4)n3)cc2)c2ccccc2)cc1,2.6044387427410847
CC1c2ccccc2-c2c(-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)cccc21,3.128677013042676
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2cc3c(cn2)[nH]c2ccccc23)c2ccccc2)cc1,2.802734453064982
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3c[nH]c4nc5occc5nc34)cc2)c2ccccc2)cc1,3.0946648212527323
c1ccc(C(=C(c2ccccc2)c2cccc(-c3nc4nc5nc[nH]c5cc4[nH]3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.986542584965038
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4cc5cccnc5c5ncccc45)c3)cc2)c2ccccc2)cc1,2.7520796296220364
N#Cc1cc(C#N)c(-c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)c(C#N)c1,2.8204362450035276
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4ccccc4-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)c3)cc2)c2ccccc2)cc1,2.7408197801146716
Fc1ccc(-c2nc(-c3ccc(F)cc3)nc(-c3ccccc3-c3ccccc3C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,2.9338142411223043
COc1ccc(C(=C(c2ccccc2)c2ccc(OCc3cccc(N)c3)cc2)c2ccccc2)cc1,2.1725262318462324
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2nc3ccccc3o2)c2ccccc2)cc1,2.350918592058875
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3cccc4c(=O)cc[nH]c34)c2)c2ccccc2)cc1,2.537903110202576
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccc(-c3nccc4[nH]c5ccncc5c34)cc2)c2ccccc2)cc1,2.670434425459833
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3ccc4c(c3)oc3ccccc34)c2)c2ccccc2)cc1,2.413653892452734
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccc(-c3ccc4c(n3)sc3ccccc34)cc2)c2ccccc2)cc1,2.5125806398753383
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3cnc4sc5ncccc5c4c3)c2)c2ccccc2)cc1,2.697478035393205
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2ccc(C)c3[nH]c4c(C)cccc4c23)c2ccccc2)cc1,2.7023442053614506
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3cccc4c3Sc3ccccc3N4)c2)c2ccccc2)cc1,2.6873028226255578
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)c(-c3cccc4c3N(C)c3ccccc3O4)c2)c2ccccc2)cc1,2.704758402233283
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2cccc3c2Nc2ccccc2C3C)c2ccccc2)cc1,3.1724359486771156
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2cccc3c2NC2Nc4ccccc4C32)c2ccccc2)cc1,3.6049294547172694
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2C2Cc3cc(-c4ccccc4)cc4c3N(CCC4)C2)c2ccccc2)cc1,3.2631159677907142
COc1ccc(C(=C(c2ccccc2)c2ccc(OCC#N)cc2)c2ccccc2)cc1,2.1183656703828433
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2ccno2)c2ccccc2)cc1,2.3947921807878334
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccc(-c3cncs3)cc2)c2ccccc2)cc1,2.335232210660873
COc1ccc(C(=C(c2ccccc2)c2ccc(OCc3c(F)c(F)c(F)c(F)c3F)cc2)c2ccccc2)cc1,2.3885326934906637
COc1ccc(C(=C(c2ccccc2)c2ccc(OCc3ccccc3C#N)cc2)c2ccccc2)cc1,2.240193247106605
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2C2=CC(=O)NC2=O)c2ccccc2)cc1,2.597298166762041
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2cc3[nH]ccc3cn2)c2ccccc2)cc1,2.604209294400013
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)c(-c3ccnc4ncccc34)c2)c2ccccc2)cc1,2.479426317045787
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3ccc4sccc4c3)c2)c2ccccc2)cc1,2.3824890268414833
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3cccc4[nH]nnc34)c2)c2ccccc2)cc1,2.5735779900521862
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2cccc(-c3ccccn3)n2)c2ccccc2)cc1,2.543568368150982
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2ccnc3c2C2C=CC=CC2N3)c2ccccc2)cc1,3.6620098272097703
COc1ccc(C(=C(c2ccccc2)c2ccc(OCc3cccc4c3sc3ccccc34)cc2)c2ccccc2)cc1,2.4853276511563784
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3ccc4c(c3)-c3ccccc3C4C)c2)c2ccccc2)cc1,2.9463575574145793
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2nccc3c2[nH]c2ccccc23)c2ccccc2)cc1,2.6222727052902375
COc1ccc(C(=C(c2ccc(OC)cc2)c2ccccc2-c2nc3nc4ocnc4nc3o2)c2ccccc2)cc1,3.091455092716739
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2nc3cc4nc[nH]c4cc3[nH]2)c2ccccc2)cc1,2.77260831852319
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2cccc3cnc4ccccc4c23)c2ccccc2)cc1,2.576461165820822
COc1ccc(C(=C(c2ccccc2)c2ccc(OC)cc2-c2c(C#N)c(C#N)cc3nc4c(nc23)-c2cccc3cccc-4c23)c2ccccc2)cc1,3.259912473980852
COc1ccc(C(=C(c2ccccc2)c2ccc(OCc3ccc(C#N)cc3C#N)cc2)c2ccccc2)cc1,2.447318985785131
COc1ccc(C(=C(c2ccc(OC)cc2)c2cccc(-c3cccc4c3Oc3cccc5c3B4c3ccccc3O5)c2)c2ccccc2)cc1,3.2563953597442357
CCN(C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccnnc1,4.295181031715092
CCNC1=C2C=CC(c3cccc4nn[nH]c34)=[N+]2[B-](F)(F)n2cccc21,4.2324670279252
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(-c3ccc4ccc(N(C)C)cc4c3)c21,3.7372638969915846
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c1ccc2-c1ccc2ccccc2c1N(C)C,3.769880548575295
F[B-]1(F)n2cccc2C(NCCc2ccc3sc4ncccc4c3c2)=C2C=CC=[N+]21,3.767211794975953
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(-c3ccc4c(c3)Oc3ccccc3O4)c21,3.8094160112947044
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c1ccc2-c1cccc2c1N(C)c1ccccc1N2C,3.862362976658348
CN1c2ccccc2Oc2cc(CCNC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,3.67877266051008
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cc(-c3ccc4c(c3)Nc3ccccc3C4C)cc21,4.272728358465797
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(N3c4ccccc4CCc4ccccc43)c21,3.6623850674579703
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c1ccc2-c1c[nH]c2nc3occc3nc12,4.326914921521226
CC(NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1cccc2c1NC1Nc3ccccc3C21,4.953416418006069
F[B-]1(F)n2cccc2C(NCCc2ccccc2N(c2ccccc2)c2ccccc2)=C2C=CC=[N+]21,3.445394264760835
CC(NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccc2c(c1)c1ccccc1c1nccnc21,4.09560401153674
CCNC1=C2C=C(c3ccc4c5ccccc5c5nc[nH]c5c4c3)C=[N+]2[B-](F)(F)n2cccc21,3.8276775959195195
CCN(C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccon1,4.4475497308131295
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(-c3nccs3)c21,4.245595884659285
CCNC1=C2C(c3ncncc3C#N)=CC=[N+]2[B-](F)(F)n2cccc21,4.263455136501669
CC(NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccc(C#N)cc1,4.21300891164638
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c(C3=CC(=O)NC3=O)ccc21,4.333360932577848
CC(NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccc2ncccc2n1,4.2643136481419965
CCNC1=C2C=C(c3cnc4ncccc4c3)C=[N+]2[B-](F)(F)n2cccc21,4.021060873080626
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(-c3ccc4ocnc4c3)c21,4.06162025869443
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2ccc(-c3cccc4sccc34)c21,3.892820874079045
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c1ccc2-c1cccc(-c2ccccn2)n1,3.713655580861885
CCNC1=C2C=C(c3ccc4c(c3)sc3ccccc34)C=[N+]2[B-](F)(F)n2cccc21,3.7621822555498623
CCNC1=C2C(c3cccc4c3C(C)c3ccccc3-4)=CC=[N+]2[B-](F)(F)n2cccc21,4.293032703648809
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2c1ccc2-c1cccc2c1[nH]c1cnccc12,3.8792697887063605
CCNC1=C2C=C(c3nc4cc5ncoc5nc4o3)C=[N+]2[B-](F)(F)n2cccc21,4.468264372070676
CC(NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1cnc2c(ccc3cccnc32)c1,4.200094466829448
CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cc(-c3ccc4cccc5c4c3-c3nc4cc(C#N)c(C#N)cc4nc3-5)cc21,4.080853762093058
CCNC1=C2C(c3cccc(-c4nc(-c5ccc(F)cc5)nc(-c5ccc(F)cc5)n4)c3)=CC=[N+]2[B-](F)(F)n2cccc21,3.604188654568291
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(c3cccnn3)C=[N+]21,3.720854995536534
Nc1ccccc1-c1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1,3.485543121601335
F[B-]1(F)n2cccc2C(c2ccccc2-c2c[nH]c3ccccc23)=C2C=CC=[N+]21,3.4820428400732624
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(c3csc4ccccc34)C=[N+]21,3.547461844598148
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3cccc4ncoc34)=CC=[N+]21,3.804500215638872
CN(C)c1cccc2cccc(-c3cccc(C4=C5C=CC=[N+]5[B-](F)(F)n5cccc54)c3)c12,3.5174969158434646
F[B-]1(F)n2cccc2C(c2cccc(-c3cc4[nH]c5ccncc5c4cn3)c2)=C2C=CC=[N+]21,3.7128112277930443
F[B-]1(F)n2cccc2C(c2cccc(-c3cc4c(cn3)[nH]c3ccccc34)c2)=C2C=CC=[N+]21,3.5311368423846385
F[B-]1(F)n2c(ccc2-c2ccnc3oc4ccccc4c23)C(c2ccccc2)=C2C=CC=[N+]21,3.5711408074916964
F[B-]1(F)n2ccc(-c3ccc4c(c3)sc3ncccc34)c2C(c2ccccc2)=C2C=CC=[N+]21,3.585420902654265
CC1(C)c2ccccc2-c2c(C3=CC=[N+]4C3=C(c3ccccc3)c3cccn3[B-]4(F)F)cccc21,3.5775369112280178
Cc1c(Cc2cccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)c2)cc2c(c1C)c1ccccc1n2C,3.6368150868548206
Cc1cccc2c1[nH]c1c(Cc3ccn4c3C(c3ccccc3)=C3C=CC=[N+]3[B-]4(F)F)cccc12,3.5991927958210015
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(c3cccc4c3Nc3ccccc3S4)C=[N+]21,3.6589914001153243
F[B-]1(F)n2cccc2C(c2ccccc2-c2cccc3c2Oc2ccccc2O3)=C2C=CC=[N+]21,3.622690938576863
CC1(C)c2ccccc2N(c2ccccc2C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c2ccccc21,3.494256517747326
CN1c2ccccc2Oc2ccc(-c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3ccccc3)cc21,3.4662805786264315
CC1c2ccccc2Nc2cc(-c3cccc(C4=C5C=CC=[N+]5[B-](F)(F)n5cccc54)c3)ccc21,4.0277782196815375
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=C(c3c4cc[nH]c4cc4occc34)C=[N+]21,3.802000531266641
F[B-]1(F)n2c(ccc2-c2cnc3c4ccccc4c4ccccc4c3n2)C(c2ccccc2)=C2C=CC=[N+]21,3.41703720315056
CC1(Cc2ccc3n2[B-](F)(F)[N+]2=CC=CC2=C3c2ccccc2)c2ccccc2Nc2c1ccc1c2c2ccccc2n1-c1ccccc1,4.193663918719096
N#CC1=CC=[N+]2C1=C(c1ccccc1)c1cccn1[B-]2(F)F,3.845945335208736
F[B-]1(F)n2cccc2C(c2ccc(-c3cncs3)cc2)=C2C=CC=[N+]21,3.796454608147137
CC(=O)c1ccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)cc1,3.3576267380179816
O=[SH](=O)c1ccc(-c2ccn3c2C(c2ccccc2)=C2C=CC=[N+]2[B-]3(F)F)cc1,3.9558089437640422
O=Cc1ccc(C=O)c(-c2ccn3c2C(c2ccccc2)=C2C=CC=[N+]2[B-]3(F)F)c1,3.7077241221836292
F[B-]1(F)n2cccc2C(c2ccccc2-c2ccnc3ncccc23)=C2C=CC=[N+]21,3.5906088229479813
O=C1NC(=O)c2c1cccc2-c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,3.5790305834641085
F[B-]1(F)n2cccc2C(c2ccccc2-c2nccnc2-c2ccccc2)=C2C=CC=[N+]21,3.4677175525432364
F[B-]1(F)n2cc(C34C=CC=CC3c3cccnc3N4)cc2C(c2ccccc2)=C2C=CC=[N+]21,4.84915881759521
F[B-]1(F)n2ccc(-c3cccc4c3[nH]c3cnccc34)c2C(c2ccccc2)=C2C=CC=[N+]21,3.599111465699468
N#Cc1cc(C#N)c(-c2cccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)c2)c(C#N)c1,3.895190990071338
Fc1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(F)cc3C3=CC=[N+]4C3=C(c3ccccc3)c3cccn3[B-]4(F)F)n2)cc1,3.515299378451819
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cn[nH]c3)c2)c2ccccc2)cc1,2.204463106660425
c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc4[nH]ccc4c3)cc2)c2ccccc2)cc1,2.101024691040786
c1ccc(C(=C(c2ccccc2)c2ccc(-c3cccc4sccc34)cc2)c2ccccc2)cc1,2.1083521507973604
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc3ncoc3c2)c2ccccc2)cc1,2.393286810042074
CN(C)c1cc(-c2cccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)c2)c2ccccc2c1,2.2919597944387355
CN(C)c1cccc2cc(-c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)c3)ccc12,2.2533443712544337
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc3c(n2)oc2ccccc23)c2ccccc2)cc1,2.453257137489496
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2cnc3sc4ccccc4c3c2)c2ccccc2)cc1,2.494911172455067
Cc1cccc2c1[nH]c1c(C)cc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc12,2.3797822540917757
c1ccc(C(=C(c2ccccc2)c2ccc(-c3cccc4c3[nH]c3ccncc34)cc2)c2ccccc2)cc1,2.442594012691753
CC1(C)c2ccccc2Nc2cc(-c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)c3)ccc21,2.484935425537282
CC1c2ccccc2Nc2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cccc21,2.9261069622329234
c1ccc(C(=C(c2ccccc2)c2cccc(-c3nc4ccccc4c4ccccc34)c2)c2ccccc2)cc1,2.136180462094229
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2ccc3c(c2)Nc2ccccc2CC3)c2ccccc2)cc1,2.4410215911127953
c1ccc(C(=C(c2ccccc2)c2cccc(-c3nc4nc5nc[nH]c5nc4[nH]3)c2)c2ccccc2)cc1,2.810483335307877
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2c3cc[nH]c3cc3occc23)c2ccccc2)cc1,2.5938578292350023
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2c3ccoc3cc3ccoc23)c2ccccc2)cc1,2.6558145093969436
c1ccc(C(=C(c2ccccc2)c2cccc(-c3ccc4c5c3CCCN5CCC4)c2)c2ccccc2)cc1,2.489501704999446
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2cccc(-c3cc4c5c(c3)CCCN5CCC4)c2)c2ccccc2)cc1,2.5994005634649273
